iso2c,country,year,fertility.rate,life.expectancy,population,GDP.per.capita.Current.USD,15.to.25.yr.female.literacy,iso3c,region,capital,longitude,latitude,income,lending
AE,United Arab Emirates,1975,6.009,66.1853902439024,532742,27631.8985401645,56.27697072,ARE,Middle East & North Africa (all income levels),Abu Dhabi,54.3705,24.4764,High income: nonOECD,Not classified
AE,United Arab Emirates,1976,5.873,66.7605853658537,623450,30817.2633828883,,ARE,Middle East & North Africa (all income levels),Abu Dhabi,54.3705,24.4764,High income: nonOECD,Not classified
AE,United Arab Emirates,1977,5.744,67.291243902439,723617,34371.4628949095,,ARE,Middle East & North Africa (all income levels),Abu Dhabi,54.3705,24.4764,High income: nonOECD,Not classified
AE,United Arab Emirates,1978,5.624,67.7853658536585,827191,28742.855354213,,ARE,Middle East & North Africa (all income levels),Abu Dhabi,54.3705,24.4764,High income: nonOECD,Not classified
AE,United Arab Emirates,1979,5.517,68.2474634146342,926112,33716.7240835592,,ARE,Middle East & North Africa (all income levels),Abu Dhabi,54.3705,24.4764,High income: nonOECD,Not classified
AE,United Arab Emirates,1980,5.423,68.6840487804878,1014825,42961.8382150634,,ARE,Middle East & North Africa (all income levels),Abu Dhabi,54.3705,24.4764,High income: nonOECD,Not classified
AE,United Arab Emirates,1981,5.344,69.0996097560976,1090660,45232.6335281834,,ARE,Middle East & North Africa (all income levels),Abu Dhabi,54.3705,24.4764,High income: nonOECD,Not classified
AE,United Arab Emirates,1982,5.274,69.4961463414634,1155765,40339.2718734665,,ARE,Middle East & North Africa (all income levels),Abu Dhabi,54.3705,24.4764,High income: nonOECD,Not classified
AE,United Arab Emirates,1983,5.209,69.8756829268293,1215380,35218.0579741799,,ARE,Middle East & North Africa (all income levels),Abu Dhabi,54.3705,24.4764,High income: nonOECD,Not classified
AE,United Arab Emirates,1984,5.141,70.2411951219512,1277300,32731.507235934,,ARE,Middle East & North Africa (all income levels),Abu Dhabi,54.3705,24.4764,High income: nonOECD,Not classified
AE,United Arab Emirates,1985,5.065,70.5941707317073,1347218,30138.8863490181,84.51429014,ARE,Middle East & North Africa (all income levels),Abu Dhabi,54.3705,24.4764,High income: nonOECD,Not classified
AE,United Arab Emirates,1986,4.973,70.9336341463415,1426915,23788.110756089,,ARE,Middle East & North Africa (all income levels),Abu Dhabi,54.3705,24.4764,High income: nonOECD,Not classified
AE,United Arab Emirates,1987,4.86,71.2575365853659,1514798,24019.6440095658,,ARE,Middle East & North Africa (all income levels),Abu Dhabi,54.3705,24.4764,High income: nonOECD,Not classified
AE,United Arab Emirates,1988,4.724,71.5669024390244,1609170,22543.0962331629,,ARE,Middle East & North Africa (all income levels),Abu Dhabi,54.3705,24.4764,High income: nonOECD,Not classified
AE,United Arab Emirates,1989,4.566,71.861243902439,1707085,24289.9421357647,,ARE,Middle East & North Africa (all income levels),Abu Dhabi,54.3705,24.4764,High income: nonOECD,Not classified
AE,United Arab Emirates,1990,4.388,72.1435365853659,1806498,28066.149918578,,ARE,Middle East & North Africa (all income levels),Abu Dhabi,54.3705,24.4764,High income: nonOECD,Not classified
AE,United Arab Emirates,1991,4.193,72.4153170731707,1908002,27018.926378943,,ARE,Middle East & North Africa (all income levels),Abu Dhabi,54.3705,24.4764,High income: nonOECD,Not classified
AE,United Arab Emirates,1992,3.989,72.6785853658537,2012977,26944.7548737053,,ARE,Middle East & North Africa (all income levels),Abu Dhabi,54.3705,24.4764,High income: nonOECD,Not classified
AE,United Arab Emirates,1993,3.784,72.9353414634146,2121143,26224.1490533804,,ARE,Middle East & North Africa (all income levels),Abu Dhabi,54.3705,24.4764,High income: nonOECD,Not classified
AE,United Arab Emirates,1994,3.584,73.1870975609756,2232159,26568.4899320413,,ARE,Middle East & North Africa (all income levels),Abu Dhabi,54.3705,24.4764,High income: nonOECD,Not classified
AE,United Arab Emirates,1995,3.394,73.4348536585366,2346305,28020.0854141076,,ARE,Middle East & North Africa (all income levels),Abu Dhabi,54.3705,24.4764,High income: nonOECD,Not classified
AE,United Arab Emirates,1996,3.217,73.6800975609756,2470810,29776.1600121965,,ARE,Middle East & North Africa (all income levels),Abu Dhabi,54.3705,24.4764,High income: nonOECD,Not classified
AE,United Arab Emirates,1997,3.055,73.9208292682927,2608993,30218.1755039743,,ARE,Middle East & North Africa (all income levels),Abu Dhabi,54.3705,24.4764,High income: nonOECD,Not classified
AE,United Arab Emirates,1998,2.906,74.1570487804878,2753498,27482.9828984103,,ARE,Middle East & North Africa (all income levels),Abu Dhabi,54.3705,24.4764,High income: nonOECD,Not classified
AE,United Arab Emirates,1999,2.77,74.3887317073171,2893648,29183.0504343053,,ARE,Middle East & North Africa (all income levels),Abu Dhabi,54.3705,24.4764,High income: nonOECD,Not classified
AE,United Arab Emirates,2000,2.645,74.6159024390244,3026352,34476.2854230195,,ARE,Middle East & North Africa (all income levels),Abu Dhabi,54.3705,24.4764,High income: nonOECD,Not classified
AE,United Arab Emirates,2001,2.527,74.8370731707317,3132104,32984.7423721858,,ARE,Middle East & North Africa (all income levels),Abu Dhabi,54.3705,24.4764,High income: nonOECD,Not classified
AE,United Arab Emirates,2002,2.413,75.0522195121951,3223969,34062.425735016,,ARE,Middle East & North Africa (all income levels),Abu Dhabi,54.3705,24.4764,High income: nonOECD,Not classified
AE,United Arab Emirates,2003,2.301,75.2608780487805,3369254,36906.1998942909,,ARE,Middle East & North Africa (all income levels),Abu Dhabi,54.3705,24.4764,High income: nonOECD,Not classified
AE,United Arab Emirates,2004,2.191,75.4639756097561,3658658,40403.988167934,,ARE,Middle East & North Africa (all income levels),Abu Dhabi,54.3705,24.4764,High income: nonOECD,Not classified
AE,United Arab Emirates,2005,2.086,75.6604634146342,4148883,43533.8917822307,97.00174036,ARE,Middle East & North Africa (all income levels),Abu Dhabi,54.3705,24.4764,High income: nonOECD,Not classified
AE,United Arab Emirates,2006,1.989,75.8518048780488,4875639,45554.2194039789,,ARE,Middle East & North Africa (all income levels),Abu Dhabi,54.3705,24.4764,High income: nonOECD,Not classified
AE,United Arab Emirates,2007,1.906,76.0384390243903,5797347,44528.9960064078,,ARE,Middle East & North Africa (all income levels),Abu Dhabi,54.3705,24.4764,High income: nonOECD,Not classified
AE,United Arab Emirates,2008,1.839,76.2213414634146,6798635,46309.9821099673,,ARE,Middle East & North Africa (all income levels),Abu Dhabi,54.3705,24.4764,High income: nonOECD,Not classified
AE,United Arab Emirates,2009,1.787,76.3995609756098,7718319,35025.1044868075,,ARE,Middle East & North Africa (all income levels),Abu Dhabi,54.3705,24.4764,High income: nonOECD,Not classified
AE,United Arab Emirates,2010,1.749,76.5736097560976,8441537,35259.9860485215,,ARE,Middle East & North Africa (all income levels),Abu Dhabi,54.3705,24.4764,High income: nonOECD,Not classified
AE,United Arab Emirates,2011,1.721,76.7425365853659,8925096,40363.1596747157,,ARE,Middle East & North Africa (all income levels),Abu Dhabi,54.3705,24.4764,High income: nonOECD,Not classified
AE,United Arab Emirates,2012,,,9205651,,,ARE,Middle East & North Africa (all income levels),Abu Dhabi,54.3705,24.4764,High income: nonOECD,Not classified
AF,Afghanistan,1960,7.7,31.1320975609756,8774440,61.2891320598364,,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA
AF,Afghanistan,1961,7.7,31.4752926829268,8953544,61.3040930583217,,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA
AF,Afghanistan,1962,7.7,31.8320243902439,9141783,59.798693323222,,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA
AF,Afghanistan,1963,7.7,32.2042682926829,9339507,80.4230020659073,,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA
AF,Afghanistan,1964,7.7,32.5910487804878,9547131,83.7948118142624,,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA
AF,Afghanistan,1965,7.7,32.9898780487805,9765015,103.089103111692,,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA
AF,Afghanistan,1966,7.7,33.3967317073171,9990125,140.138383240116,,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA
AF,Afghanistan,1967,7.7,33.8091463414634,10221902,163.700788626879,,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA
AF,Afghanistan,1968,7.7,34.2230731707317,10465770,131.221435925562,,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA
AF,Afghanistan,1969,7.7,34.637512195122,10729191,131.313621224771,,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA
AF,Afghanistan,1970,7.7,35.0559756097561,11015621,158.764230928666,,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA
AF,Afghanistan,1971,7.699,35.4814146341463,11323446,161.709515997947,,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA
AF,Afghanistan,1972,7.697,35.9168780487805,11644377,137.023687562771,,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA
AF,Afghanistan,1973,7.695,36.3613170731707,11966352,144.8505998375,,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA
AF,Afghanistan,1974,7.693,36.8107317073171,12273589,175.625523933274,,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA
AF,Afghanistan,1975,7.692,37.2571219512195,12551790,188.552120093363,,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA
AF,Afghanistan,1976,7.695,37.6909756097561,12806810,199.546613632383,,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA
AF,Afghanistan,1977,7.701,38.1062926829268,13034460,226.578885405814,,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA
AF,Afghanistan,1978,7.711,38.4965853658537,13199597,250.007640997592,,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA
AF,Afghanistan,1979,7.725,38.8618536585366,13257128,278.939778294497,11.14279802,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA
AF,Afghanistan,1980,7.742,39.2041219512195,13180431,276.29775135459,,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA
AF,Afghanistan,1981,7.763,39.5269512195122,12963788,268.346559648938,,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA
AF,Afghanistan,1982,7.785,39.8398292682927,12634494,,,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA
AF,Afghanistan,1983,7.807,40.149243902439,12241928,,,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA
AF,Afghanistan,1984,7.829,40.4586829268293,11854205,,,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA
AF,Afghanistan,1985,7.85,40.7705853658537,11528977,,,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA
AF,Afghanistan,1986,7.871,41.0848780487805,11262439,,,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA
AF,Afghanistan,1987,7.893,41.399,11063107,,,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA
AF,Afghanistan,1988,7.915,41.7109268292683,11013345,,,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA
AF,Afghanistan,1989,7.937,42.0211951219512,11215323,,,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA
AF,Afghanistan,1990,7.96,42.3293658536585,11731193,,,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA
AF,Afghanistan,1991,7.984,42.636,12612043,,,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA
AF,Afghanistan,1992,8.01,42.9397317073171,13811876,,,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA
AF,Afghanistan,1993,8.034,43.2420975609756,15175325,,,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA
AF,Afghanistan,1994,8.052,43.5426585365854,16485018,,,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA
AF,Afghanistan,1995,8.058,43.8409024390244,17586073,,,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA
AF,Afghanistan,1996,8.043,44.1368048780488,18415307,,,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA
AF,Afghanistan,1997,8.004,44.4298048780488,19021226,,,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA
AF,Afghanistan,1998,7.939,44.7213414634146,19496836,,,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA
AF,Afghanistan,1999,7.847,45.0098536585366,19987071,,,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA
AF,Afghanistan,2000,7.73,45.2928536585366,20595360,,,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA
AF,Afghanistan,2001,7.595,45.5672682926829,21347782,115.312509504906,,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA
AF,Afghanistan,2002,7.447,45.8331463414634,22202806,185.959290128351,,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA
AF,Afghanistan,2003,7.294,46.0924390243902,23116142,198.287799138095,,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA
AF,Afghanistan,2004,7.14,46.3511951219512,24018682,220.056287808743,,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA
AF,Afghanistan,2005,6.989,46.6164146341463,24860855,252.407892476849,,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA
AF,Afghanistan,2006,6.843,46.8990975609756,25631282,275.350940904774,,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA
AF,Afghanistan,2007,6.7,47.2053170731707,26349243,373.591416218515,,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA
AF,Afghanistan,2008,6.559,47.5385609756098,27032197,376.977669868854,,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA
AF,Afghanistan,2009,6.422,47.8988536585366,27708187,450.659239044994,,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA
AF,Afghanistan,2010,6.288,48.2821951219512,28397812,561.197617484795,,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA
AF,Afghanistan,2011,6.158,48.6805853658537,29105480,619.592120402192,,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA
AF,Afghanistan,2012,,,29824536,,,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA
AG,Antigua and Barbuda,1960,,62.3536585365854,54681,,,ATG,Latin America & Caribbean (all income levels),Saint John's,-61.8456,17.1175,Upper middle income,IBRD
AG,Antigua and Barbuda,1961,,,55403,,,ATG,Latin America & Caribbean (all income levels),Saint John's,-61.8456,17.1175,Upper middle income,IBRD
AG,Antigua and Barbuda,1962,,,56311,,,ATG,Latin America & Caribbean (all income levels),Saint John's,-61.8456,17.1175,Upper middle income,IBRD
AG,Antigua and Barbuda,1963,,,57368,,,ATG,Latin America & Caribbean (all income levels),Saint John's,-61.8456,17.1175,Upper middle income,IBRD
AG,Antigua and Barbuda,1964,,,58500,,,ATG,Latin America & Caribbean (all income levels),Saint John's,-61.8456,17.1175,Upper middle income,IBRD
AG,Antigua and Barbuda,1965,,,59653,,,ATG,Latin America & Caribbean (all income levels),Saint John's,-61.8456,17.1175,Upper middle income,IBRD
AG,Antigua and Barbuda,1966,,,60818,,,ATG,Latin America & Caribbean (all income levels),Saint John's,-61.8456,17.1175,Upper middle income,IBRD
AG,Antigua and Barbuda,1967,,,62002,,,ATG,Latin America & Caribbean (all income levels),Saint John's,-61.8456,17.1175,Upper middle income,IBRD
AG,Antigua and Barbuda,1968,,,63176,,,ATG,Latin America & Caribbean (all income levels),Saint John's,-61.8456,17.1175,Upper middle income,IBRD
AG,Antigua and Barbuda,1969,,,64307,,,ATG,Latin America & Caribbean (all income levels),Saint John's,-61.8456,17.1175,Upper middle income,IBRD
AG,Antigua and Barbuda,1970,,66.8536585365854,65369,,,ATG,Latin America & Caribbean (all income levels),Saint John's,-61.8456,17.1175,Upper middle income,IBRD
AG,Antigua and Barbuda,1971,,,66338,,,ATG,Latin America & Caribbean (all income levels),Saint John's,-61.8456,17.1175,Upper middle income,IBRD
AG,Antigua and Barbuda,1972,2.614,,67205,,,ATG,Latin America & Caribbean (all income levels),Saint John's,-61.8456,17.1175,Upper middle income,IBRD
AG,Antigua and Barbuda,1973,,,67972,,,ATG,Latin America & Caribbean (all income levels),Saint John's,-61.8456,17.1175,Upper middle income,IBRD
AG,Antigua and Barbuda,1974,,,68655,,,ATG,Latin America & Caribbean (all income levels),Saint John's,-61.8456,17.1175,Upper middle income,IBRD
AG,Antigua and Barbuda,1975,,,69253,,,ATG,Latin America & Caribbean (all income levels),Saint John's,-61.8456,17.1175,Upper middle income,IBRD
AG,Antigua and Barbuda,1976,,,69782,,,ATG,Latin America & Caribbean (all income levels),Saint John's,-61.8456,17.1175,Upper middle income,IBRD
AG,Antigua and Barbuda,1977,2.307,,70223,941.919930454288,,ATG,Latin America & Caribbean (all income levels),Saint John's,-61.8456,17.1175,Upper middle income,IBRD
AG,Antigua and Barbuda,1978,,,70508,1061.66043900776,,ATG,Latin America & Caribbean (all income levels),Saint John's,-61.8456,17.1175,Upper middle income,IBRD
AG,Antigua and Barbuda,1979,,,70553,1307.39641279195,,ATG,Latin America & Caribbean (all income levels),Saint John's,-61.8456,17.1175,Upper middle income,IBRD
AG,Antigua and Barbuda,1980,,,70301,1565.64863547914,,ATG,Latin America & Caribbean (all income levels),Saint John's,-61.8456,17.1175,Upper middle income,IBRD
